"created_at","id","id_str","full_text","truncated","display_text_range","entities","metadata","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","geo","coordinates","place","contributors","is_quote_status","retweet_count","favorite_count","favorited","retweeted","possibly_sensitive","lang","retweeted_status","quoted_status","text","favorited_by","scopes","display_text_width","quoted_status_id","quoted_status_id_str","quoted_status_permalink","quote_count","timestamp_ms","reply_count","filter_level","query","withheld_scope","withheld_copyright","withheld_in_countries","possibly_sensitive_appealable"
2022-11-05 16:34:16,1588902524589072384,"1588902524589072385","Deplorable Katsina School after govt spends N2.9 billion on education in one-year #communityvoice

@katsinapost @KTSGovt @GovernorMasari 
@arewacycle @GiveNorthEdu @julietkego 
@Africa_DataHub @JeffreyGuterman  
@StephanieBusari @results4dev https://t.co/XWG3CVbdwt",FALSE,241,
